"provinsi","kode_prov","Kategori","kode_kategori","Output","Persentase Permintaan Antara Intraregional","Persentase Permintaan Antara Interregional","Persentase Permintaan Akhir Intraregional","Persentase Permintaan Akhir Interregional","Angka Pengganda Output Intraregional","Angka Pengganda Output Interreginal","Angka Pengganda Pendapatan Intraregional","Angka Pengganda Pendapatan interregional"
"Kalimantan Selatan","63","Pengadaan Listrik dan Gas","D","6197993.7919105","96.648578668188","3.3514213318121","97.951240093456","2.048759906544","2.4580291185903","0.42651479218692","0.19677127329237","0.069043871698309"
"Kalimantan Selatan","63","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","E","631301.12659842","75.910492155218","24.089507844782","74.10697805447","25.89302194553","1.5290532109964","0.33144646157886","0.25593717502395","0.051706149312382"
"Kalimantan Selatan","63","Konstruksi","F","26332837.1628","99.881656864379","0.11834313562148","99.735844312087","0.26415568791322","1.4879390668508","0.44541027621242","0.17607986654421","0.074108528764021"
"Kalimantan Selatan","63","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","G","21972567.182315","91.322937391927","8.6770626080729","55.934008518589","44.065991481411","1.2617392254184","0.18513682866953","0.24047268389947","0.034610334907681"
"Kalimantan Selatan","63","Transportasi dan Pergudangan ","H","20586370.899392","77.790525989749","22.209474010251","61.604322112403","38.395677887597","1.3841492528122","0.30066568259602","0.087591480930844","0.057837555474147"
"Kalimantan Selatan","63","Penyediaan Akomodasi dan Makan Minum","I","8477350.7686536","81.258622559715","18.741377440285","89.282143259876","10.717856740124","1.6144276368686","0.24126131373103","0.19545242374742","0.047634048834079"
"Kalimantan Selatan","63","Informasi dan Komunikasi","J","9059427.9123326","91.428461556706","8.5715384432943","80.441038872624","19.558961127376","1.3777331838842","0.24841906690357","0.093871784145225","0.041709324577708"
"Kalimantan Selatan","63","Jasa Keuangan dan Asuransi","K","6426448.6221294","72.574799600919","27.425200399081","57.681771091166","42.318228908834","1.1905267697713","0.11606259866221","0.31658423349723","0.024238686434072"
"Kalimantan Selatan","63","Real Estate","L","6317815.399848","99.817685995389","0.18231400461072","99.552773890456","0.44722610954358","1.181060387663","0.099560503606913","0.053338789954441","0.0210992754889"
"Kalimantan Selatan","63","Jasa Perusahaan","MN","6854321.0879867","99.836192032559","0.16380796744061","41.177147311733","58.822852688267","1.3502005361429","0.26111462005366","0.14446447312009","0.048336398062217"
